merchant_id,merchant_category,merchant_risk_score,channel_default
M103035,Telecom,0.131,P2P
M103036,Gaming,0.282,P2P
M103037,Luxury,0.135,Card Not Present
M103038,Telecom,0.561,Online Banking
M103039,Luxury,0.673,P2P
M103040,Travel,0.058,Card Present
M103041,Electronics,0.229,Wire
M103042,Fuel,0.341,Online Banking
M103043,Electronics,0.39,Card Present
M103044,Gaming,0.413,P2P
M103045,Luxury,0.609,Card Not Present
M103046,Utilities,0.155,Card Present
M103047,Digital Wallet,0.363,P2P
M103048,Electronics,0.264,Card Present
M103049,Fuel,0.06,Card Not Present
M103050,Electronics,0.469,Wire
M103051,Marketplace,0.145,Card Present
M103052,Luxury,0.604,Card Not Present
M103053,Electronics,0.052,P2P
M103054,Digital Wallet,0.291,Card Not Present
M103055,Telecom,0.24,Wire
M103056,Grocery,0.163,Wire
M103057,Digital Wallet,0.612,Card Not Present
M103058,Gaming,0.171,Wire
M103059,Grocery,0.353,Card Present
M103060,Luxury,0.292,Wire
M103061,Marketplace,0.247,Card Present
M103062,Marketplace,0.316,Online Banking
M103063,Luxury,0.359,Wire
M103064,Luxury,0.136,Card Present
M103065,Digital Wallet,0.308,Online Banking
M103066,Travel,0.213,Online Banking
M103067,Marketplace,0.187,Online Banking
M103068,Gaming,0.323,P2P
M103069,Telecom,0.072,Wire
M103070,Travel,0.618,Card Present
M103071,Telecom,0.281,P2P
M103072,Telecom,0.39,P2P
M103073,Electronics,0.377,Card Present
M103074,Travel,0.158,Card Not Present
M103075,Electronics,0.177,Card Present
M103076,Gaming,0.174,Online Banking
M103077,Gaming,0.19,Online Banking
M103078,Travel,0.425,P2P
M103079,Gaming,0.097,Online Banking
M103080,Utilities,0.554,Card Not Present
M103081,Digital Wallet,0.162,P2P
M103082,Travel,0.449,Card Not Present
M103083,Electronics,0.315,Online Banking
M103084,Telecom,0.079,Online Banking
M103085,Fuel,0.442,P2P
M103086,Marketplace,0.365,Card Not Present
M103087,Electronics,0.148,Card Present
M103088,Digital Wallet,0.519,Wire
M103089,Telecom,0.319,Wire
M103090,Gaming,0.092,Card Present
M103091,Fuel,0.203,Wire
M103092,Telecom,0.071,Online Banking
M103093,Travel,0.578,Card Not Present
M103094,Gaming,0.302,P2P
M103095,Luxury,0.109,P2P
M103096,Telecom,0.021,Card Present
M103097,Electronics,0.209,Wire
M103098,Luxury,0.637,Online Banking
M103099,Fuel,0.218,Card Not Present
M103100,Gaming,0.101,P2P
M103101,Luxury,0.191,P2P
M103102,Electronics,0.136,Online Banking
M103103,Digital Wallet,0.117,Wire
M103104,Fuel,0.19,Online Banking
M103105,Luxury,0.304,P2P
M103106,Grocery,0.137,Card Present
M103107,Gaming,0.388,Card Present
M103108,Gaming,0.083,P2P
M103109,Grocery,0.058,Card Present
M103110,Gaming,0.069,Online Banking
M103111,Digital Wallet,0.228,Card Present
M103112,Fuel,0.398,Card Present
M103113,Electronics,0.012,Wire
M103114,Gaming,0.487,Card Present
M103115,Fuel,0.188,Card Present
M103116,Travel,0.427,Card Not Present
M103117,Telecom,0.475,P2P
M103118,Telecom,0.561,P2P
M103119,Telecom,0.374,P2P
M103120,Luxury,0.261,Wire
M103121,Fuel,0.479,Online Banking
M103122,Fuel,0.23,P2P
M103123,Grocery,0.44,Online Banking
M103124,Gaming,0.074,Card Not Present
M103125,Grocery,0.364,Wire
M103126,Fuel,0.122,Online Banking
M103127,Fuel,0.075,Card Present
M103128,Grocery,0.271,Card Present
M103129,Utilities,0.07,Card Not Present
M103130,Grocery,0.299,P2P
M103131,Electronics,0.148,P2P
M103132,Telecom,0.176,P2P
M103133,Gaming,0.377,Card Present
M103134,Digital Wallet,0.163,Wire
M103135,Marketplace,0.583,P2P
M103136,Marketplace,0.263,Card Not Present
M103137,Utilities,0.175,Wire
M103138,Gaming,0.024,P2P
M103139,Utilities,0.216,Card Present
M103140,Digital Wallet,0.135,Online Banking
M103141,Grocery,0.183,P2P
M103142,Luxury,0.155,Online Banking
M103143,Gaming,0.295,Card Present
M103144,Utilities,0.111,Card Not Present
M103145,Gaming,0.249,Card Not Present
M103146,Marketplace,0.12,Wire
M103147,Electronics,0.02,Card Present
M103148,Travel,0.309,Online Banking
M103149,Digital Wallet,0.478,Card Not Present
M103150,Travel,0.07,Card Present
M103151,Grocery,0.567,Online Banking
M103152,Electronics,0.475,Card Not Present
M103153,Electronics,0.121,P2P
M103154,Gaming,0.232,P2P
M103155,Luxury,0.206,Card Present
M103156,Electronics,0.443,Card Not Present
M103157,Luxury,0.077,Online Banking
M103158,Electronics,0.286,Card Not Present
M103159,Electronics,0.075,Card Present
M103160,Electronics,0.528,Card Not Present
M103161,Marketplace,0.247,Card Not Present
M103162,Travel,0.37,Card Present
M103163,Fuel,0.121,Wire
M103164,Utilities,0.234,Online Banking
M103165,Luxury,0.054,Card Present
M103166,Electronics,0.259,Card Present
M103167,Travel,0.458,Wire
M103168,Utilities,0.269,Wire
M103169,Grocery,0.193,P2P
M103170,Luxury,0.073,Card Not Present
M103171,Luxury,0.097,Card Present
M103172,Luxury,0.068,Wire
M103173,Utilities,0.121,P2P
M103174,Electronics,0.117,P2P
M103175,Digital Wallet,0.068,Wire
M103176,Luxury,0.632,P2P
M103177,Marketplace,0.063,Online Banking
M103178,Grocery,0.45,Card Present
M103179,Telecom,0.162,Card Present
M103180,Luxury,0.067,Online Banking
M103181,Utilities,0.08,P2P
M103182,Gaming,0.134,Card Not Present
M103183,Utilities,0.147,Card Not Present
M103184,Luxury,0.201,P2P
M103185,Marketplace,0.213,Card Present
M103186,Grocery,0.168,Card Not Present
M103187,Fuel,0.354,Card Present
M103188,Gaming,0.033,Wire
M103189,Electronics,0.053,Card Present
M103190,Telecom,0.198,P2P
M103191,Telecom,0.319,Online Banking
M103192,Gaming,0.686,Card Not Present
M103193,Utilities,0.376,Online Banking
M103194,Travel,0.181,Card Present
M103195,Fuel,0.427,Card Present
M103196,Telecom,0.378,Card Not Present
M103197,Electronics,0.292,Card Present
M103198,Utilities,0.114,Card Present
M103199,Gaming,0.513,Online Banking
M103200,Digital Wallet,0.313,Card Not Present
M103201,Utilities,0.08,Online Banking
M103202,Fuel,0.213,Online Banking
M103203,Fuel,0.225,Wire
M103204,Utilities,0.08,Card Present
M103205,Grocery,0.366,Card Present
M103206,Utilities,0.244,Card Present
M103207,Telecom,0.332,Wire
M103208,Electronics,0.291,Wire
M103209,Electronics,0.299,Card Present
M103210,Fuel,0.165,Card Present
M103211,Utilities,0.397,Card Not Present
M103212,Luxury,0.241,P2P
M103213,Travel,0.625,Card Present
M103214,Grocery,0.329,P2P
M103215,Grocery,0.071,P2P
M103216,Grocery,0.176,Wire
M103217,Digital Wallet,0.508,Card Not Present
M103218,Grocery,0.191,Wire
M103219,Telecom,0.138,Wire
M103220,Luxury,0.078,Wire
M103221,Marketplace,0.078,Wire
M103222,Gaming,0.159,P2P
M103223,Fuel,0.474,Card Not Present
M103224,Grocery,0.286,Online Banking
M103225,Utilities,0.355,Wire
M103226,Grocery,0.183,Wire
M103227,Utilities,0.221,Card Not Present
M103228,Gaming,0.451,Wire
M103229,Grocery,0.266,Wire
M103230,Gaming,0.046,Online Banking
M103231,Luxury,0.521,Wire
M103232,Digital Wallet,0.66,Card Not Present
M103233,Luxury,0.143,Card Not Present
M103234,Grocery,0.313,Online Banking
M103235,Grocery,0.094,P2P
M103236,Marketplace,0.502,Wire
M103237,Utilities,0.721,Online Banking
M103238,Gaming,0.1,Wire
M103239,Digital Wallet,0.25,Card Present
M103240,Electronics,0.337,Wire
M103241,Grocery,0.088,Online Banking
M103242,Fuel,0.077,Card Not Present
M103243,Grocery,0.091,Online Banking
M103244,Fuel,0.461,P2P
M103245,Grocery,0.16,Card Present
M103246,Electronics,0.251,Online Banking
M103247,Fuel,0.113,P2P
M103248,Electronics,0.269,Card Present
M103249,Grocery,0.415,Online Banking
M103250,Fuel,0.309,Wire
M103251,Digital Wallet,0.072,Card Not Present
M103252,Utilities,0.483,Card Not Present
M103253,Gaming,0.191,Online Banking
M103254,Utilities,0.053,Card Not Present
M103255,Telecom,0.131,P2P
M103256,Gaming,0.282,P2P
M103257,Luxury,0.135,Card Not Present
M103258,Telecom,0.561,Online Banking
M103259,Luxury,0.673,P2P
M103260,Travel,0.058,Card Present
M103261,Electronics,0.229,Wire
M103262,Fuel,0.341,Online Banking
M103263,Electronics,0.39,Card Present
M103264,Gaming,0.413,P2P
M103265,Luxury,0.609,Card Not Present
M103266,Utilities,0.155,Card Present
M103267,Digital Wallet,0.363,P2P
M103268,Electronics,0.264,Card Present
M103269,Fuel,0.06,Card Not Present
M103270,Electronics,0.469,Wire
M103271,Marketplace,0.145,Card Present
M103272,Luxury,0.604,Card Not Present
M103273,Electronics,0.052,P2P
M103274,Digital Wallet,0.291,Card Not Present
M103275,Telecom,0.24,Wire
M103276,Grocery,0.163,Wire
M103277,Digital Wallet,0.612,Card Not Present
M103278,Gaming,0.171,Wire
M103279,Grocery,0.353,Card Present
M103280,Luxury,0.292,Wire
M103281,Marketplace,0.247,Card Present
M103282,Marketplace,0.316,Online Banking
M103283,Luxury,0.359,Wire
M103284,Luxury,0.136,Card Present
M103285,Digital Wallet,0.308,Online Banking
M103286,Travel,0.213,Online Banking
M103287,Marketplace,0.187,Online Banking
M103288,Gaming,0.323,P2P
M103289,Telecom,0.072,Wire
M103290,Travel,0.618,Card Present
M103291,Telecom,0.281,P2P
M103292,Telecom,0.39,P2P
M103293,Electronics,0.377,Card Present
M103294,Travel,0.158,Card Not Present
M103295,Electronics,0.177,Card Present
M103296,Gaming,0.174,Online Banking
M103297,Gaming,0.19,Online Banking
M103298,Travel,0.425,P2P
M103299,Gaming,0.097,Online Banking
M103300,Utilities,0.554,Card Not Present
M103301,Digital Wallet,0.162,P2P
M103302,Travel,0.449,Card Not Present
M103303,Electronics,0.315,Online Banking
M103304,Telecom,0.079,Online Banking
M103305,Fuel,0.442,P2P
M103306,Marketplace,0.365,Card Not Present
M103307,Electronics,0.148,Card Present
M103308,Digital Wallet,0.519,Wire
M103309,Telecom,0.319,Wire
M103310,Gaming,0.092,Card Present
M103311,Fuel,0.203,Wire
M103312,Telecom,0.071,Online Banking
M103313,Travel,0.578,Card Not Present
M103314,Gaming,0.302,P2P
M103315,Luxury,0.109,P2P
M103316,Telecom,0.021,Card Present
M103317,Electronics,0.209,Wire
M103318,Luxury,0.637,Online Banking
M103319,Fuel,0.218,Card Not Present
M103320,Gaming,0.101,P2P
M103321,Luxury,0.191,P2P
M103322,Electronics,0.136,Online Banking
M103323,Digital Wallet,0.117,Wire
M103324,Fuel,0.19,Online Banking
M103325,Luxury,0.304,P2P
M103326,Grocery,0.137,Card Present
M103327,Gaming,0.388,Card Present
M103328,Gaming,0.083,P2P
M103329,Grocery,0.058,Card Present
M103330,Gaming,0.069,Online Banking
M103331,Digital Wallet,0.228,Card Present
M103332,Fuel,0.398,Card Present
M103333,Electronics,0.012,Wire
M103334,Gaming,0.487,Card Present
M103335,Fuel,0.188,Card Present
M103336,Travel,0.427,Card Not Present
M103337,Telecom,0.475,P2P
M103338,Telecom,0.561,P2P
M103339,Telecom,0.374,P2P
M103340,Luxury,0.261,Wire
M103341,Fuel,0.479,Online Banking
M103342,Fuel,0.23,P2P
M103343,Grocery,0.44,Online Banking
M103344,Gaming,0.074,Card Not Present
M103345,Grocery,0.364,Wire
M103346,Fuel,0.122,Online Banking
M103347,Fuel,0.075,Card Present
M103348,Grocery,0.271,Card Present
M103349,Utilities,0.07,Card Not Present
M103350,Grocery,0.299,P2P
M103351,Electronics,0.148,P2P
M103352,Telecom,0.176,P2P
M103353,Gaming,0.377,Card Present
M103354,Digital Wallet,0.163,Wire
M103355,Marketplace,0.583,P2P
M103356,Marketplace,0.263,Card Not Present
M103357,Utilities,0.175,Wire
M103358,Gaming,0.024,P2P
M103359,Utilities,0.216,Card Present
M103360,Digital Wallet,0.135,Online Banking
M103361,Grocery,0.183,P2P
M103362,Luxury,0.155,Online Banking
M103363,Gaming,0.295,Card Present
M103364,Utilities,0.111,Card Not Present
M103365,Gaming,0.249,Card Not Present
M103366,Marketplace,0.12,Wire
M103367,Electronics,0.02,Card Present
M103368,Travel,0.309,Online Banking
M103369,Digital Wallet,0.478,Card Not Present
M103370,Travel,0.07,Card Present
M103371,Grocery,0.567,Online Banking
M103372,Electronics,0.475,Card Not Present
M103373,Electronics,0.121,P2P
M103374,Gaming,0.232,P2P
M103375,Luxury,0.206,Card Present
M103376,Electronics,0.443,Card Not Present
M103377,Luxury,0.077,Online Banking
M103378,Electronics,0.286,Card Not Present
M103379,Electronics,0.075,Card Present
M103380,Electronics,0.528,Card Not Present
M103381,Marketplace,0.247,Card Not Present
M103382,Travel,0.37,Card Present
M103383,Fuel,0.121,Wire
M103384,Utilities,0.234,Online Banking
M103385,Luxury,0.054,Card Present
M103386,Electronics,0.259,Card Present
M103387,Travel,0.458,Wire
M103388,Utilities,0.269,Wire
M103389,Grocery,0.193,P2P
M103390,Luxury,0.073,Card Not Present
M103391,Luxury,0.097,Card Present
M103392,Luxury,0.068,Wire
M103393,Utilities,0.121,P2P
M103394,Electronics,0.117,P2P
M103395,Digital Wallet,0.068,Wire
M103396,Luxury,0.632,P2P
M103397,Marketplace,0.063,Online Banking
M103398,Grocery,0.45,Card Present
M103399,Telecom,0.162,Card Present
M103400,Luxury,0.067,Online Banking
M103401,Utilities,0.08,P2P
M103402,Gaming,0.134,Card Not Present
M103403,Utilities,0.147,Card Not Present
M103404,Luxury,0.201,P2P
M103405,Marketplace,0.213,Card Present
M103406,Grocery,0.168,Card Not Present
M103407,Fuel,0.354,Card Present
M103408,Gaming,0.033,Wire
M103409,Electronics,0.053,Card Present
M103410,Telecom,0.198,P2P
M103411,Telecom,0.319,Online Banking
M103412,Gaming,0.686,Card Not Present
M103413,Utilities,0.376,Online Banking
M103414,Travel,0.181,Card Present
M103415,Fuel,0.427,Card Present
M103416,Telecom,0.378,Card Not Present
M103417,Electronics,0.292,Card Present
M103418,Utilities,0.114,Card Present
M103419,Gaming,0.513,Online Banking
M103420,Digital Wallet,0.313,Card Not Present
M103421,Utilities,0.08,Online Banking
M103422,Fuel,0.213,Online Banking
M103423,Fuel,0.225,Wire
M103424,Utilities,0.08,Card Present
M103425,Grocery,0.366,Card Present
M103426,Utilities,0.244,Card Present
M103427,Telecom,0.332,Wire
M103428,Electronics,0.291,Wire
M103429,Electronics,0.299,Card Present
M103430,Fuel,0.165,Card Present
M103431,Utilities,0.397,Card Not Present
M103432,Luxury,0.241,P2P
M103433,Travel,0.625,Card Present
M103434,Grocery,0.329,P2P
M103435,Grocery,0.071,P2P
M103436,Grocery,0.176,Wire
M103437,Digital Wallet,0.508,Card Not Present
M103438,Grocery,0.191,Wire
M103439,Telecom,0.138,Wire
M103440,Luxury,0.078,Wire
M103441,Marketplace,0.078,Wire
M103442,Gaming,0.159,P2P
M103443,Fuel,0.474,Card Not Present
M103444,Grocery,0.286,Online Banking
M103445,Utilities,0.355,Wire
M103446,Grocery,0.183,Wire
M103447,Utilities,0.221,Card Not Present
M103448,Gaming,0.451,Wire
M103449,Grocery,0.266,Wire
M103450,Gaming,0.046,Online Banking
M103451,Luxury,0.521,Wire
M103452,Digital Wallet,0.66,Card Not Present
M103453,Luxury,0.143,Card Not Present
M103454,Grocery,0.313,Online Banking
M103455,Grocery,0.094,P2P
M103456,Marketplace,0.502,Wire
M103457,Utilities,0.721,Online Banking
M103458,Gaming,0.1,Wire
M103459,Digital Wallet,0.25,Card Present
M103460,Electronics,0.337,Wire
M103461,Grocery,0.088,Online Banking
M103462,Fuel,0.077,Card Not Present
M103463,Grocery,0.091,Online Banking
M103464,Fuel,0.461,P2P
M103465,Grocery,0.16,Card Present
M103466,Electronics,0.251,Online Banking
M103467,Fuel,0.113,P2P
M103468,Electronics,0.269,Card Present
M103469,Grocery,0.415,Online Banking
M103470,Fuel,0.309,Wire
M103471,Digital Wallet,0.072,Card Not Present
M103472,Utilities,0.483,Card Not Present
M103473,Gaming,0.191,Online Banking
M103474,Utilities,0.053,Card Not Present
M103475,Telecom,0.131,P2P
M103476,Gaming,0.282,P2P
M103477,Luxury,0.135,Card Not Present
M103478,Telecom,0.561,Online Banking
M103479,Luxury,0.673,P2P
M103480,Travel,0.058,Card Present
M103481,Electronics,0.229,Wire
M103482,Fuel,0.341,Online Banking
M103483,Electronics,0.39,Card Present
M103484,Gaming,0.413,P2P
M103485,Luxury,0.609,Card Not Present
M103486,Utilities,0.155,Card Present
M103487,Digital Wallet,0.363,P2P
M103488,Electronics,0.264,Card Present
M103489,Fuel,0.06,Card Not Present
M103490,Electronics,0.469,Wire
M103491,Marketplace,0.145,Card Present
M103492,Luxury,0.604,Card Not Present
M103493,Electronics,0.052,P2P
M103494,Digital Wallet,0.291,Card Not Present
M103495,Telecom,0.24,Wire
M103496,Grocery,0.163,Wire
M103497,Digital Wallet,0.612,Card Not Present
M103498,Gaming,0.171,Wire
M103499,Grocery,0.353,Card Present
M103500,Luxury,0.292,Wire
M103501,Marketplace,0.247,Card Present
M103502,Marketplace,0.316,Online Banking
M103503,Luxury,0.359,Wire
M103504,Luxury,0.136,Card Present
M103505,Digital Wallet,0.308,Online Banking
M103506,Travel,0.213,Online Banking
M103507,Marketplace,0.187,Online Banking
M103508,Gaming,0.323,P2P
M103509,Telecom,0.072,Wire
M103510,Travel,0.618,Card Present
M103511,Telecom,0.281,P2P
M103512,Telecom,0.39,P2P
M103513,Electronics,0.377,Card Present
M103514,Travel,0.158,Card Not Present
M103515,Electronics,0.177,Card Present
M103516,Gaming,0.174,Online Banking
M103517,Gaming,0.19,Online Banking
M103518,Travel,0.425,P2P
M103519,Gaming,0.097,Online Banking
M103520,Utilities,0.554,Card Not Present
M103521,Digital Wallet,0.162,P2P
M103522,Travel,0.449,Card Not Present
M103523,Electronics,0.315,Online Banking
M103524,Telecom,0.079,Online Banking
M103525,Fuel,0.442,P2P
M103526,Marketplace,0.365,Card Not Present
M103527,Electronics,0.148,Card Present
M103528,Digital Wallet,0.519,Wire
M103529,Telecom,0.319,Wire
M103530,Gaming,0.092,Card Present
M103531,Fuel,0.203,Wire
M103532,Telecom,0.071,Online Banking
M103533,Travel,0.578,Card Not Present
M103534,Gaming,0.302,P2P
M103535,Luxury,0.109,P2P
M103536,Telecom,0.021,Card Present
M103537,Electronics,0.209,Wire
M103538,Luxury,0.637,Online Banking
M103539,Fuel,0.218,Card Not Present
M103540,Gaming,0.101,P2P
M103541,Luxury,0.191,P2P
M103542,Electronics,0.136,Online Banking
M103543,Digital Wallet,0.117,Wire
M103544,Fuel,0.19,Online Banking
M103545,Luxury,0.304,P2P
M103546,Grocery,0.137,Card Present
M103547,Gaming,0.388,Card Present
M103548,Gaming,0.083,P2P
M103549,Grocery,0.058,Card Present
M103550,Gaming,0.069,Online Banking
M103551,Digital Wallet,0.228,Card Present
M103552,Fuel,0.398,Card Present
M103553,Electronics,0.012,Wire
M103554,Gaming,0.487,Card Present
M103555,Fuel,0.188,Card Present
M103556,Travel,0.427,Card Not Present
M103557,Telecom,0.475,P2P
M103558,Telecom,0.561,P2P
M103559,Telecom,0.374,P2P
M103560,Luxury,0.261,Wire
M103561,Fuel,0.479,Online Banking
M103562,Fuel,0.23,P2P
M103563,Grocery,0.44,Online Banking
M103564,Gaming,0.074,Card Not Present
M103565,Grocery,0.364,Wire
M103566,Fuel,0.122,Online Banking
M103567,Fuel,0.075,Card Present
M103568,Grocery,0.271,Card Present
M103569,Utilities,0.07,Card Not Present
M103570,Grocery,0.299,P2P
M103571,Electronics,0.148,P2P
M103572,Telecom,0.176,P2P
M103573,Gaming,0.377,Card Present
M103574,Digital Wallet,0.163,Wire
M103575,Marketplace,0.583,P2P
M103576,Marketplace,0.263,Card Not Present
M103577,Utilities,0.175,Wire
M103578,Gaming,0.024,P2P
M103579,Utilities,0.216,Card Present
M103580,Digital Wallet,0.135,Online Banking
M103581,Grocery,0.183,P2P
M103582,Luxury,0.155,Online Banking
M103583,Gaming,0.295,Card Present
M103584,Utilities,0.111,Card Not Present
M103585,Gaming,0.249,Card Not Present
M103586,Marketplace,0.12,Wire
M103587,Electronics,0.02,Card Present
M103588,Travel,0.309,Online Banking
M103589,Digital Wallet,0.478,Card Not Present
M103590,Travel,0.07,Card Present
M103591,Grocery,0.567,Online Banking
M103592,Electronics,0.475,Card Not Present
M103593,Electronics,0.121,P2P
M103594,Gaming,0.232,P2P
M103595,Luxury,0.206,Card Present
M103596,Electronics,0.443,Card Not Present
M103597,Luxury,0.077,Online Banking
M103598,Electronics,0.286,Card Not Present
M103599,Electronics,0.075,Card Present
M103600,Electronics,0.528,Card Not Present
M103601,Marketplace,0.247,Card Not Present
M103602,Travel,0.37,Card Present
M103603,Fuel,0.121,Wire
M103604,Utilities,0.234,Online Banking
M103605,Luxury,0.054,Card Present
M103606,Electronics,0.259,Card Present
M103607,Travel,0.458,Wire
M103608,Utilities,0.269,Wire
M103609,Grocery,0.193,P2P
M103610,Luxury,0.073,Card Not Present
M103611,Luxury,0.097,Card Present
M103612,Luxury,0.068,Wire
M103613,Utilities,0.121,P2P
M103614,Electronics,0.117,P2P
M103615,Digital Wallet,0.068,Wire
M103616,Luxury,0.632,P2P
M103617,Marketplace,0.063,Online Banking
M103618,Grocery,0.45,Card Present
M103619,Telecom,0.162,Card Present
M103620,Luxury,0.067,Online Banking
M103621,Utilities,0.08,P2P
M103622,Gaming,0.134,Card Not Present
M103623,Utilities,0.147,Card Not Present
M103624,Luxury,0.201,P2P
M103625,Marketplace,0.213,Card Present
M103626,Grocery,0.168,Card Not Present
M103627,Fuel,0.354,Card Present
M103628,Gaming,0.033,Wire
M103629,Electronics,0.053,Card Present
M103630,Telecom,0.198,P2P
M103631,Telecom,0.319,Online Banking
M103632,Gaming,0.686,Card Not Present
M103633,Utilities,0.376,Online Banking
M103634,Travel,0.181,Card Present
M103635,Fuel,0.427,Card Present
M103636,Telecom,0.378,Card Not Present
M103637,Electronics,0.292,Card Present
M103638,Utilities,0.114,Card Present
M103639,Gaming,0.513,Online Banking
M103640,Digital Wallet,0.313,Card Not Present
M103641,Utilities,0.08,Online Banking
M103642,Fuel,0.213,Online Banking
M103643,Fuel,0.225,Wire
M103644,Utilities,0.08,Card Present
M103645,Grocery,0.366,Card Present
M103646,Utilities,0.244,Card Present
M103647,Telecom,0.332,Wire
M103648,Electronics,0.291,Wire
M103649,Electronics,0.299,Card Present
M103650,Fuel,0.165,Card Present
M103651,Utilities,0.397,Card Not Present
M103652,Luxury,0.241,P2P
M103653,Travel,0.625,Card Present
M103654,Grocery,0.329,P2P
M103655,Grocery,0.071,P2P
M103656,Grocery,0.176,Wire
M103657,Digital Wallet,0.508,Card Not Present
M103658,Grocery,0.191,Wire
M103659,Telecom,0.138,Wire
M103660,Luxury,0.078,Wire
M103661,Marketplace,0.078,Wire
M103662,Gaming,0.159,P2P
M103663,Fuel,0.474,Card Not Present
M103664,Grocery,0.286,Online Banking
M103665,Utilities,0.355,Wire
M103666,Grocery,0.183,Wire
M103667,Utilities,0.221,Card Not Present
M103668,Gaming,0.451,Wire
M103669,Grocery,0.266,Wire
M103670,Gaming,0.046,Online Banking
M103671,Luxury,0.521,Wire
M103672,Digital Wallet,0.66,Card Not Present
M103673,Luxury,0.143,Card Not Present
M103674,Grocery,0.313,Online Banking
M103675,Grocery,0.094,P2P
M103676,Marketplace,0.502,Wire
M103677,Utilities,0.721,Online Banking
M103678,Gaming,0.1,Wire
M103679,Digital Wallet,0.25,Card Present
M103680,Electronics,0.337,Wire
M103681,Grocery,0.088,Online Banking
M103682,Fuel,0.077,Card Not Present
M103683,Grocery,0.091,Online Banking
M103684,Fuel,0.461,P2P
M103685,Grocery,0.16,Card Present
M103686,Electronics,0.251,Online Banking
M103687,Fuel,0.113,P2P
M103688,Electronics,0.269,Card Present
M103689,Grocery,0.415,Online Banking
M103690,Fuel,0.309,Wire
M103691,Digital Wallet,0.072,Card Not Present
M103692,Utilities,0.483,Card Not Present
M103693,Gaming,0.191,Online Banking
M103694,Utilities,0.053,Card Not Present
M103695,Telecom,0.131,P2P
M103696,Gaming,0.282,P2P
M103697,Luxury,0.135,Card Not Present
M103698,Telecom,0.561,Online Banking
M103699,Luxury,0.673,P2P
M103700,Travel,0.058,Card Present
M103701,Electronics,0.229,Wire
M103702,Fuel,0.341,Online Banking
M103703,Electronics,0.39,Card Present
M103704,Gaming,0.413,P2P
M103705,Luxury,0.609,Card Not Present
M103706,Utilities,0.155,Card Present
M103707,Digital Wallet,0.363,P2P
M103708,Electronics,0.264,Card Present
M103709,Fuel,0.06,Card Not Present
M103710,Electronics,0.469,Wire
M103711,Marketplace,0.145,Card Present
M103712,Luxury,0.604,Card Not Present
M103713,Electronics,0.052,P2P
M103714,Digital Wallet,0.291,Card Not Present
M103715,Telecom,0.24,Wire
M103716,Grocery,0.163,Wire
M103717,Digital Wallet,0.612,Card Not Present
M103718,Gaming,0.171,Wire
M103719,Grocery,0.353,Card Present
M103720,Luxury,0.292,Wire
M103721,Marketplace,0.247,Card Present
M103722,Marketplace,0.316,Online Banking
M103723,Luxury,0.359,Wire
M103724,Luxury,0.136,Card Present
M103725,Digital Wallet,0.308,Online Banking
M103726,Travel,0.213,Online Banking
M103727,Marketplace,0.187,Online Banking
M103728,Gaming,0.323,P2P
M103729,Telecom,0.072,Wire
M103730,Travel,0.618,Card Present
M103731,Telecom,0.281,P2P
M103732,Telecom,0.39,P2P
M103733,Electronics,0.377,Card Present
M103734,Travel,0.158,Card Not Present
M103735,Electronics,0.177,Card Present
M103736,Gaming,0.174,Online Banking
M103737,Gaming,0.19,Online Banking
M103738,Travel,0.425,P2P
M103739,Gaming,0.097,Online Banking
M103740,Utilities,0.554,Card Not Present
M103741,Digital Wallet,0.162,P2P
M103742,Travel,0.449,Card Not Present
M103743,Electronics,0.315,Online Banking
M103744,Telecom,0.079,Online Banking
M103745,Fuel,0.442,P2P
M103746,Marketplace,0.365,Card Not Present
M103747,Electronics,0.148,Card Present
M103748,Digital Wallet,0.519,Wire
M103749,Telecom,0.319,Wire
M103750,Gaming,0.092,Card Present
M103751,Fuel,0.203,Wire
M103752,Telecom,0.071,Online Banking
M103753,Travel,0.578,Card Not Present
M103754,Gaming,0.302,P2P
M103755,Luxury,0.109,P2P
M103756,Telecom,0.021,Card Present
M103757,Electronics,0.209,Wire
M103758,Luxury,0.637,Online Banking
M103759,Fuel,0.218,Card Not Present
M103760,Gaming,0.101,P2P
M103761,Luxury,0.191,P2P
M103762,Electronics,0.136,Online Banking
M103763,Digital Wallet,0.117,Wire
M103764,Fuel,0.19,Online Banking
M103765,Luxury,0.304,P2P
M103766,Grocery,0.137,Card Present
M103767,Gaming,0.388,Card Present
M103768,Gaming,0.083,P2P
M103769,Grocery,0.058,Card Present
M103770,Gaming,0.069,Online Banking
M103771,Digital Wallet,0.228,Card Present
M103772,Fuel,0.398,Card Present
M103773,Electronics,0.012,Wire
M103774,Gaming,0.487,Card Present
M103775,Fuel,0.188,Card Present
M103776,Travel,0.427,Card Not Present
M103777,Telecom,0.475,P2P
M103778,Telecom,0.561,P2P
M103779,Telecom,0.374,P2P
M103780,Luxury,0.261,Wire
M103781,Fuel,0.479,Online Banking
M103782,Fuel,0.23,P2P
M103783,Grocery,0.44,Online Banking
M103784,Gaming,0.074,Card Not Present
M103785,Grocery,0.364,Wire
M103786,Fuel,0.122,Online Banking
M103787,Fuel,0.075,Card Present
M103788,Grocery,0.271,Card Present
M103789,Utilities,0.07,Card Not Present
M103790,Grocery,0.299,P2P
M103791,Electronics,0.148,P2P
M103792,Telecom,0.176,P2P
M103793,Gaming,0.377,Card Present
M103794,Digital Wallet,0.163,Wire
