customer_id,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score
C101726,54,1970-01-21,Mass,AE,1,Medium,0.115
C103237,55,1970-01-21,Mass,US,0,Low,0.385
C105246,46,1970-01-21,Mass,UK,0,Low,0.275
C105693,48,1970-01-21,Mass,SG,0,Medium,0.208
C104666,32,1970-01-21,Affluent,US,0,Low,0.121
C104792,26,1970-01-21,Mass,AE,1,High,0.238
C101223,28,1970-01-21,Affluent,US,0,Medium,0.271
C101297,65,1970-01-21,Mass,UK,1,Low,0.014
C102775,20,1970-01-21,Mass,US,1,Low,0.395
C100015,70,1970-01-21,Affluent,IN,1,Low,0.15
C105425,33,1970-01-21,Mass,AE,1,Low,0.009
C100351,47,1970-01-21,Mass,US,1,Medium,0.132
C105404,73,1970-01-21,Mass,CA,0,Low,0.307
C101362,36,1970-01-21,Mass,AE,1,Low,0.196
C102170,73,1970-01-21,Mass,CA,1,Medium,0.209
C102031,51,1970-01-21,Mass,CA,1,Low,0.415
C103813,20,1970-01-21,SME,SG,1,Low,0.176
C101022,25,1970-01-21,Mass,AE,1,Low,0.487
C100371,28,1970-01-21,Mass,AE,1,Medium,0.528
C102244,74,1970-01-21,Mass,IN,0,Low,0.121
C102313,70,1970-01-21,SME,CA,0,Low,0.151
C105860,70,1970-01-21,Affluent,US,0,Low,0.089
C103796,45,1970-01-21,Mass,AE,0,Low,0.08
C103799,33,1970-01-21,Affluent,US,1,Low,0.193
C105804,45,1970-01-22,Mass,SG,0,Low,0.213
C100742,65,1970-01-22,Affluent,US,1,Medium,0.139
C101268,69,1970-01-22,Mass,SG,1,High,0.488
C102600,73,1970-01-22,SME,US,1,Low,0.067
C101617,46,1970-01-22,Mass,AE,0,Low,0.105
C100805,66,1970-01-22,Mass,AE,0,Low,0.094
C104796,21,1970-01-22,Mass,IN,0,Medium,0.125
C100683,25,1970-01-22,Mass,CA,1,Medium,0.13
C104983,73,1970-01-22,Mass,US,1,Medium,0.154
C103559,23,1970-01-22,Mass,US,1,Medium,0.038
C103852,35,1970-01-22,Mass,IN,1,Low,0.104
C103805,36,1970-01-22,Affluent,CA,0,Low,0.066
C105563,41,1970-01-22,Mass,IN,0,Medium,0.263
C104706,48,1970-01-22,Mass,SG,0,Low,0.368
C104369,22,1970-01-22,Affluent,IN,0,Medium,0.498
C105012,54,1970-01-22,Mass,UK,0,Low,0.098
C103856,66,1970-01-22,Mass,SG,1,Medium,0.045
C103859,33,1970-01-22,Affluent,US,1,Low,0.148
C100008,24,1970-01-22,Affluent,SG,1,Low,0.249
C101862,68,1970-01-22,Mass,US,0,High,0.064
C102819,55,1970-01-22,Mass,US,1,Low,0.144
C101351,24,1970-01-22,Affluent,US,0,Low,0.222
C100576,33,1970-01-22,Mass,IN,1,Low,0.302
C100626,73,1970-01-22,Mass,IN,1,Low,0.065
C103618,41,1970-01-23,Mass,US,0,Medium,0.317
C105531,58,1970-01-23,Mass,AE,0,Medium,0.091
C100426,73,1970-01-23,Mass,US,1,Low,0.067
C100033,71,1970-01-23,Mass,IN,0,Low,0.098
C101046,66,1970-01-23,Mass,US,1,Medium,0.035
C100044,39,1970-01-23,Affluent,AE,1,High,0.175
C103339,54,1970-01-23,SME,CA,0,Low,0.187
C101044,38,1970-01-23,SME,UK,1,Low,0.184
C101101,59,1970-01-23,Mass,UK,0,Low,0.262
C101049,36,1970-01-23,SME,US,1,Medium,0.08
C101883,40,1970-01-23,Mass,IN,0,Low,0.264
C104471,29,1970-01-23,SME,US,0,Low,0.205
C104633,58,1970-01-23,Mass,US,1,Medium,0.243
C101743,62,1970-01-23,Affluent,UK,1,Low,0.465
C102577,55,1970-01-23,Mass,AE,1,Medium,0.286
C100063,21,1970-01-23,Mass,US,0,Low,0.256
C104353,68,1970-01-23,SME,IN,1,Low,0.07
C103070,72,1970-01-23,Affluent,US,1,Low,0.147
C105329,27,1970-01-23,SME,IN,0,Low,0.047
C102617,56,1970-01-23,Mass,US,1,Low,0.113
C101119,68,1970-01-23,SME,US,0,Low,0.052
C102499,64,1970-01-23,Mass,CA,1,Medium,0.339
C103392,24,1970-01-23,Mass,IN,1,Low,0.406
C100705,43,1970-01-23,Mass,CA,1,Low,0.176
C104986,34,1970-01-24,Mass,UK,1,Low,0.034
C104962,42,1970-01-24,Mass,SG,1,Low,0.069
C103268,34,1970-01-24,Mass,AE,0,Low,0.235
C104010,54,1970-01-24,Affluent,US,0,Low,0.301
C101612,38,1970-01-24,Affluent,CA,1,Medium,0.025
C104222,74,1970-01-24,Mass,UK,1,Medium,0.603
C101973,44,1970-01-24,Mass,CA,0,Medium,0.16
C104815,70,1970-01-24,Mass,IN,1,Low,0.049
C105559,61,1970-01-24,Mass,US,0,Medium,0.081
C103932,62,1970-01-24,Mass,SG,0,Medium,0.04
C101315,45,1970-01-24,Mass,CA,1,Low,0.174
C105687,58,1970-01-24,Mass,UK,0,Low,0.073
C105694,37,1970-01-24,Mass,UK,0,Low,0.172
C102798,75,1970-01-24,Mass,UK,0,Medium,0.126
C105782,33,1970-01-24,Mass,US,0,Low,0.043
C103836,33,1970-01-24,Mass,US,1,Medium,0.157
C104762,74,1970-01-24,Mass,IN,1,Medium,0.242
C100747,26,1970-01-24,Mass,CA,1,Medium,0.021
C104241,25,1970-01-24,Mass,US,1,Medium,0.646
C100473,20,1970-01-24,Affluent,SG,1,Low,0.132
C103443,37,1970-01-24,Mass,AE,1,Low,0.351
C105673,41,1970-01-24,Mass,CA,0,Low,0.208
C100297,28,1970-01-24,Affluent,SG,0,Low,0.124
C100303,46,1970-01-24,SME,US,1,Low,0.161
C102476,25,1970-01-25,Affluent,US,1,Low,0.374
C102377,30,1970-01-25,Mass,US,0,Low,0.064
C103534,20,1970-01-25,Affluent,US,0,Low,0.03
C103309,53,1970-01-25,Mass,IN,1,Low,0.033
C103869,34,1970-01-25,Mass,IN,1,Low,0.398
C104128,73,1970-01-25,Mass,SG,0,Low,0.096
C103616,61,1970-01-25,Mass,US,1,Low,0.222
C102685,23,1970-01-25,Mass,IN,1,High,0.064
C100240,38,1970-01-25,Affluent,US,0,Low,0.05
C105737,69,1970-01-25,Mass,UK,0,High,0.088
C102292,43,1970-01-25,Mass,US,0,Low,0.265
C101671,35,1970-01-25,Mass,AE,1,Medium,0.136
C102099,52,1970-01-25,Mass,CA,1,Medium,0.54
C105060,18,1970-01-25,Mass,US,0,Low,0.075
C101175,28,1970-01-25,Mass,SG,1,Low,0.295
C103933,30,1970-01-25,Mass,UK,0,Medium,0.272
C104383,27,1970-01-25,Affluent,US,0,Low,0.035
C103082,47,1970-01-25,Mass,SG,0,Medium,0.237
C102862,33,1970-01-25,Affluent,US,1,Low,0.517
C105591,33,1970-01-25,Mass,US,0,Medium,0.045
C105710,62,1970-01-25,Mass,CA,1,Low,0.063
C105176,65,1970-01-25,Affluent,US,1,Low,0.068
C101647,77,1970-01-25,Mass,UK,1,Medium,0.063
C103414,54,1970-01-25,Mass,US,1,Low,0.144
C100333,43,1970-01-26,Mass,UK,0,Low,0.067
C102602,75,1970-01-26,Mass,CA,1,Low,0.046
C105867,39,1970-01-26,Mass,US,0,Low,0.333
C102157,61,1970-01-26,Mass,IN,1,Low,0.155
C101161,28,1970-01-26,Mass,US,0,Low,0.116
C103574,38,1970-01-26,Mass,US,0,Medium,0.108
C104476,56,1970-01-26,Mass,US,1,Low,0.128
C104581,49,1970-01-26,Mass,US,0,Low,0.18
C104950,49,1970-01-26,Affluent,US,1,Low,0.171
C103002,20,1970-01-26,Mass,US,1,Low,0.425
C100247,47,1970-01-26,Mass,US,1,High,0.42
C104876,26,1970-01-26,Mass,US,0,Low,0.116
C103529,71,1970-01-26,Mass,UK,1,Low,0.108
C100800,51,1970-01-26,Mass,US,0,Low,0.167
C101684,61,1970-01-26,Mass,UK,1,Low,0.186
C104681,73,1970-01-26,Mass,IN,1,High,0.376
C104196,42,1970-01-26,Mass,UK,1,Low,0.108
C101921,28,1970-01-26,Mass,IN,0,Low,0.2
C102209,74,1970-01-26,Mass,CA,1,Low,0.262
C101221,49,1970-01-26,Mass,IN,1,Low,0.533
C104003,73,1970-01-26,Mass,US,0,Low,0.107
C101513,60,1970-01-26,Affluent,AE,1,Low,0.082
C104351,39,1970-01-26,Mass,CA,1,High,0.091
C101253,69,1970-01-26,Affluent,US,0,Medium,0.303
C105330,19,1970-01-27,Mass,UK,0,Medium,0.058
C105169,27,1970-01-27,SME,UK,0,Low,0.203
C100598,32,1970-01-27,Mass,US,1,Low,0.075
C101609,53,1970-01-27,Mass,US,1,Medium,0.307
C100315,55,1970-01-27,Mass,US,1,Medium,0.014
C105242,42,1970-01-27,Mass,IN,1,High,0.262
C102276,20,1970-01-27,Mass,AE,1,Low,0.442
C100149,60,1970-01-27,Mass,IN,0,Low,0.326
C104733,69,1970-01-27,Affluent,AE,0,Medium,0.3
C101844,65,1970-01-27,Affluent,IN,1,Low,0.085
C100290,48,1970-01-27,Mass,US,1,Medium,0.11
C100453,45,1970-01-27,Affluent,IN,1,Low,0.013
C105961,60,1970-01-27,Mass,IN,0,Low,0.119
C104808,52,1970-01-27,Mass,SG,1,Low,0.198
C103396,58,1970-01-27,Affluent,US,1,Low,0.283
C100691,52,1970-01-27,Mass,IN,0,Low,0.134
C101144,18,1970-01-27,Mass,UK,1,Medium,0.26
C101634,46,1970-01-27,Affluent,US,0,Low,0.267
C104192,31,1970-01-27,Mass,IN,1,Low,0.067
C101780,51,1970-01-27,SME,AE,1,Low,0.103
C104970,62,1970-01-27,Affluent,US,1,Medium,0.11
C103651,35,1970-01-27,Mass,US,0,Low,0.139
C100655,25,1970-01-27,Mass,US,1,High,0.444
C103135,33,1970-01-27,Mass,US,1,Low,0.208
C101902,42,1970-01-28,Mass,US,1,Low,0.096
C104427,43,1970-01-28,Mass,US,1,Medium,0.007
C101039,64,1970-01-28,Mass,US,0,Low,0.068
C104629,52,1970-01-28,Mass,US,0,Low,0.088
C101411,35,1970-01-28,Mass,US,1,Low,0.279
C105747,26,1970-01-28,Mass,US,1,Low,0.088
C101672,74,1970-01-28,Mass,US,1,Low,0.081
C105095,52,1970-01-28,Mass,SG,0,Medium,0.277
C101370,35,1970-01-28,Affluent,IN,1,Medium,0.028
C105082,44,1970-01-28,Mass,US,0,Low,0.051
C103133,76,1970-01-28,Mass,UK,0,Low,0.329
C102380,38,1970-01-28,Affluent,US,0,High,0.157
C103720,31,1970-01-28,Affluent,AE,1,Low,0.016
C104091,64,1970-01-28,Mass,IN,0,Medium,0.054
C105006,42,1970-01-28,Mass,CA,1,Medium,0.099
C101623,27,1970-01-28,Affluent,UK,1,Low,0.098
C103669,33,1970-01-28,SME,US,1,Medium,0.115
C100381,77,1970-01-28,Mass,US,0,Medium,0.027
C103114,35,1970-01-28,Mass,US,0,Low,0.155
C101820,74,1970-01-28,Mass,US,1,Low,0.201
C103630,74,1970-01-28,Affluent,IN,0,Low,0.261
C100422,39,1970-01-28,Mass,US,0,Low,0.162
C100808,66,1970-01-28,SME,US,1,Low,0.106
C101379,28,1970-01-28,Mass,US,1,Low,0.304
C101669,62,1970-01-29,SME,AE,1,Low,0.065
C102098,77,1970-01-29,Mass,UK,1,Low,0.233
C105525,68,1970-01-29,Mass,CA,0,Low,0.176
C100124,28,1970-01-29,Affluent,SG,1,Medium,0.261
C100102,49,1970-01-29,Mass,US,1,Low,0.212
C104058,39,1970-01-29,Mass,US,1,Medium,0.326
C101732,27,1970-01-29,Mass,US,0,Low,0.202
C103035,57,1970-01-29,SME,US,1,Low,0.019
C102915,50,1970-01-29,Affluent,US,1,Low,0.138
C100486,64,1970-01-29,Mass,US,0,Low,0.09
C101128,37,1970-01-29,Mass,UK,1,Low,0.565
C103617,46,1970-01-29,Affluent,US,1,Low,0.16
C101514,66,1970-01-29,Mass,IN,1,Low,0.113
C100135,18,1970-01-29,Mass,AE,1,Medium,0.09
C102598,62,1970-01-29,Mass,SG,1,Low,0.6
C102002,67,1970-01-29,Mass,SG,1,Low,0.131
C102833,39,1970-01-29,Mass,AE,1,Low,0.124
C101817,70,1970-01-29,Affluent,US,1,Medium,0.213
C100752,63,1970-01-29,Mass,US,0,Low,0.377
C104001,34,1970-01-29,Affluent,UK,0,Low,0.037
C105027,30,1970-01-29,Affluent,UK,1,Low,0.078
C101103,55,1970-01-29,Mass,UK,0,Low,0.263
C105370,64,1970-01-29,Mass,US,1,Low,0.049
C102316,23,1970-01-29,Mass,IN,0,Low,0.292
C101918,54,1970-01-30,Mass,AE,1,Low,0.475
C101543,74,1970-01-30,Mass,US,1,Medium,0.411
C103667,28,1970-01-30,Affluent,US,1,Medium,0.12
C104441,56,1970-01-30,SME,US,0,Medium,0.091
C103706,22,1970-01-30,Mass,US,1,Low,0.043
C101176,29,1970-01-30,Mass,IN,1,Low,0.227
C101559,48,1970-01-30,Mass,SG,1,Low,0.092
C105663,70,1970-01-30,Mass,US,0,Low,0.01
C100144,72,1970-01-30,Affluent,US,1,Medium,0.129
C100380,22,1970-01-30,Mass,UK,0,High,0.122
C101433,61,1970-01-30,Mass,US,1,Medium,0.119
C101095,61,1970-01-30,Mass,IN,1,Low,0.28
C105413,45,1970-01-30,Affluent,US,0,Low,0.179
C100121,61,1970-01-30,Mass,AE,1,Low,0.344
C105565,38,1970-01-30,Mass,US,0,Low,0.183
C100611,73,1970-01-30,Mass,CA,1,Low,0.181
C104824,30,1970-01-30,Mass,IN,1,Low,0.198
C101941,36,1970-01-30,Mass,US,1,Low,0.271
C100418,51,1970-01-30,Mass,UK,1,Low,0.49
C102252,29,1970-01-30,Mass,AE,1,Low,0.039
C101350,72,1970-01-30,SME,CA,0,Low,0.236
C102303,66,1970-01-30,Mass,IN,1,Low,0.138
C105433,27,1970-01-30,Mass,SG,0,Low,0.126
C104258,23,1970-01-30,Mass,US,1,Medium,0.179
C101978,43,1970-01-31,Mass,US,1,Medium,0.262
C104479,33,1970-01-31,Mass,US,0,Low,0.018
C101302,57,1970-01-31,Mass,CA,1,Low,0.048
C103055,62,1970-01-31,Mass,US,0,Low,0.056
C100248,46,1970-01-31,Mass,US,1,Medium,0.255
C101397,27,1970-01-31,Mass,SG,1,Medium,0.1
C104028,64,1970-01-31,Mass,UK,1,Low,0.184
C100447,29,1970-01-31,Mass,AE,1,Low,0.403
C101425,53,1970-01-31,Mass,US,1,Low,0.137
C104686,56,1970-01-31,Affluent,SG,1,Low,0.236
C101199,38,1970-01-31,Mass,SG,1,Low,0.392
C101421,55,1970-01-31,Mass,US,1,Low,0.204
C104557,52,1970-01-31,Mass,SG,1,Low,0.1
C103764,58,1970-01-31,Affluent,US,1,Low,0.05
C103916,36,1970-01-31,Mass,US,0,Medium,0.176
C104473,23,1970-01-31,Mass,US,1,Low,0.153
C104664,51,1970-01-31,Mass,IN,0,Medium,0.232
C104727,19,1970-01-31,Mass,US,1,Low,0.427
C104113,39,1970-01-31,Mass,AE,0,Low,0.621
C103509,52,1970-01-31,Affluent,IN,1,Low,0.179
C102885,33,1970-01-31,Mass,IN,1,High,0.182
C101535,63,1970-01-31,Affluent,US,1,Medium,0.346
C100414,28,1970-01-31,Mass,AE,1,Low,0.285
C104585,31,1970-01-31,Affluent,US,0,Low,0.097
C101720,35,1970-02-01,Mass,UK,1,Low,0.052
C100654,20,1970-02-01,Mass,IN,1,Low,0.458
C103560,63,1970-02-01,Mass,UK,1,Low,0.062
C101002,39,1970-02-01,Affluent,US,1,Low,0.007
C104454,74,1970-02-01,Mass,SG,1,High,0.379
C103372,76,1970-02-01,Affluent,US,0,Low,0.075
C103973,58,1970-02-01,Mass,US,0,Low,0.322
C105912,21,1970-02-01,Affluent,US,0,Medium,0.173
C101487,28,1970-02-01,Mass,IN,0,Low,0.052
C100589,76,1970-02-01,Mass,IN,1,Medium,0.167
C102086,42,1970-02-01,Affluent,US,1,Medium,0.041
C103608,51,1970-02-01,Mass,US,1,High,0.09
C104516,61,1970-02-01,Mass,US,0,High,0.263
C101600,50,1970-02-01,Mass,UK,0,High,0.143
C105289,61,1970-02-01,Mass,US,1,Low,0.122
C102836,48,1970-02-01,Mass,AE,0,Medium,0.141
C102357,71,1970-02-01,Affluent,IN,1,Low,0.165
C100994,19,1970-02-01,Affluent,UK,0,Medium,0.147
C102197,47,1970-02-01,Affluent,US,1,Low,0.063
C101879,26,1970-02-01,Affluent,CA,0,Medium,0.248
C104564,60,1970-02-01,Mass,US,0,Medium,0.028
C101371,22,1970-02-01,Mass,IN,1,Low,0.272
C101873,54,1970-02-01,Mass,US,0,Low,0.104
C100208,71,1970-02-01,Mass,US,1,Medium,0.47
C104812,46,1970-02-02,Mass,CA,0,Low,0.181
C104240,48,1970-02-02,Mass,US,0,Medium,0.049
C100425,19,1970-02-02,SME,AE,0,Medium,0.334
C105786,39,1970-02-02,Mass,US,1,Low,0.103
C101406,52,1970-02-02,Mass,US,0,High,0.505
C105648,43,1970-02-02,Mass,US,1,Low,0.25
C101108,73,1970-02-02,Mass,CA,1,Low,0.239
C105272,40,1970-02-02,Mass,IN,0,Low,0.116
C100110,61,1970-02-02,Affluent,IN,0,Low,0.174
C103074,73,1970-02-02,Affluent,UK,1,Medium,0.278
C105825,69,1970-02-02,SME,UK,1,Low,0.511
C102263,49,1970-02-02,Affluent,US,1,Low,0.038
C102548,55,1970-02-02,Mass,US,1,High,0.046
C102034,72,1970-02-02,SME,IN,0,Low,0.248
C101172,20,1970-02-02,Affluent,IN,1,Low,0.067
C103768,68,1970-02-02,Mass,CA,1,Low,0.215
C102445,28,1970-02-02,Affluent,US,1,Low,0.265
C103182,60,1970-02-02,Mass,UK,0,Medium,0.275
C102945,55,1970-02-02,Mass,US,1,Low,0.587
C104591,62,1970-02-02,Mass,IN,0,Low,0.257
C104589,61,1970-02-02,Affluent,UK,1,Low,0.136
C103611,61,1970-02-02,Mass,CA,1,High,0.556
C103937,66,1970-02-02,Mass,US,0,Medium,0.262
C102146,44,1970-02-02,Mass,IN,1,Medium,0.267
C105751,66,1970-02-03,SME,UK,1,Low,0.082
C101468,33,1970-02-03,Mass,IN,1,Medium,0.101
C100437,31,1970-02-03,Mass,IN,1,Low,0.226
C105787,31,1970-02-03,Mass,IN,1,High,0.043
C101057,19,1970-02-03,Mass,US,1,Low,0.257
C102795,31,1970-02-03,Mass,US,1,Low,0.308
C100107,71,1970-02-03,Mass,US,1,Low,0.016
C103552,63,1970-02-03,Mass,US,1,High,0.174
C100029,53,1970-02-03,Mass,AE,1,Medium,0.084
C102232,58,1970-02-03,Affluent,IN,0,Low,0.312
C100889,49,1970-02-03,Mass,UK,0,Medium,0.134
C103065,50,1970-02-03,Affluent,US,1,Medium,0.124
C101630,53,1970-02-03,Mass,UK,1,Low,0.344
C100751,70,1970-02-03,Affluent,US,1,Low,0.051
C102358,55,1970-02-03,Mass,CA,1,Low,0.247
C100584,45,1970-02-03,Mass,US,1,Low,0.281
C101934,52,1970-02-03,Affluent,US,1,Low,0.341
C104982,44,1970-02-03,Mass,US,0,Low,0.148
C102350,21,1970-02-03,Mass,US,0,Low,0.127
C105605,28,1970-02-03,Mass,AE,1,Low,0.172
C105214,27,1970-02-03,Mass,US,0,Low,0.224
C103846,50,1970-02-03,Mass,AE,1,Low,0.078
C105118,21,1970-02-03,Mass,IN,0,Low,0.413
C105948,27,1970-02-03,Mass,CA,1,High,0.054
C102317,62,1970-02-04,SME,US,1,Low,0.048
C101344,51,1970-02-04,Mass,UK,1,Low,0.269
C103441,35,1970-02-04,Mass,US,0,High,0.193
C104635,18,1970-02-04,Mass,CA,1,Low,0.166
C105870,70,1970-02-04,Mass,US,0,High,0.084
C100969,69,1970-02-04,Mass,UK,1,High,0.16
C100179,31,1970-02-04,Mass,US,0,High,0.04
C102794,47,1970-02-04,Mass,US,1,Medium,0.292
C101507,46,1970-02-04,Affluent,US,0,Medium,0.324
C104046,74,1970-02-04,SME,IN,1,High,0.193
C102138,69,1970-02-04,Affluent,UK,1,Medium,0.205
C105828,70,1970-02-04,Mass,US,1,Medium,0.288
C103487,33,1970-02-04,Affluent,AE,1,Low,0.165
C104536,28,1970-02-04,Affluent,CA,0,Low,0.58
C105286,22,1970-02-04,Mass,US,0,Low,0.369
C105495,18,1970-02-04,Mass,UK,1,Low,0.252
C101867,47,1970-02-04,Mass,IN,1,Medium,0.458
C100090,70,1970-02-04,Mass,SG,1,Low,0.352
C102815,59,1970-02-04,Mass,AE,1,Low,0.07
C103409,32,1970-02-04,Mass,AE,0,Low,0.176
C102405,33,1970-02-04,Mass,CA,1,High,0.122
C102471,36,1970-02-04,Affluent,AE,1,Low,0.162
C100624,34,1970-02-04,Affluent,UK,1,Medium,0.458
C100069,59,1970-02-04,Mass,UK,0,Low,0.151
C103624,62,1970-02-05,Mass,UK,0,Medium,0.213
C101505,30,1970-02-05,Mass,US,1,Low,0.09
C103491,20,1970-02-05,Mass,US,1,Low,0.117
C105137,22,1970-02-05,Affluent,SG,1,High,0.05
C104669,50,1970-02-05,Mass,IN,0,Low,0.209
C100764,29,1970-02-05,Mass,UK,0,High,0.012
C100293,22,1970-02-05,Mass,IN,0,Medium,0.033
C104352,19,1970-02-05,Mass,CA,1,Medium,0.178
C100445,19,1970-02-05,Mass,AE,1,Medium,0.173
C100468,21,1970-02-05,Mass,US,1,Low,0.175
C103435,48,1970-02-05,Mass,UK,1,Low,0.488
C101219,50,1970-02-05,Mass,US,0,Low,0.104
C100432,19,1970-02-05,Mass,US,1,Low,0.368
C103187,47,1970-02-05,Mass,IN,0,Low,0.442
C101488,47,1970-02-05,SME,US,1,Medium,0.236
C103547,24,1970-02-05,Mass,AE,0,Low,0.214
C103751,65,1970-02-05,Mass,US,1,Low,0.156
C100577,52,1970-02-05,SME,US,0,Low,0.335
C102173,57,1970-02-05,Mass,IN,1,Low,0.297
C100245,63,1970-02-05,Mass,US,1,Medium,0.02
C104190,20,1970-02-05,Mass,US,1,Low,0.14
C100367,58,1970-02-05,Mass,US,1,Low,0.068
C104568,34,1970-02-05,Mass,IN,1,Medium,0.148
C102900,69,1970-02-05,Mass,SG,1,Medium,0.083
C101611,56,1970-02-06,Mass,US,0,Medium,0.139
C102845,69,1970-02-06,Mass,IN,1,High,0.372
C103784,61,1970-02-06,Mass,US,1,Low,0.186
C104209,74,1970-02-06,Mass,UK,0,Low,0.158
C105500,45,1970-02-06,Mass,US,1,Medium,0.004
C101242,70,1970-02-06,Affluent,US,0,High,0.258
C102370,71,1970-02-06,Affluent,US,1,Low,0.016
C104269,18,1970-02-06,Mass,US,0,Medium,0.047
C104472,52,1970-02-06,Mass,IN,1,Low,0.037
C104385,24,1970-02-06,Mass,UK,1,Low,0.225
C100555,37,1970-02-06,Affluent,SG,1,Low,0.246
C102163,29,1970-02-06,Mass,UK,1,Medium,0.385
C105968,34,1970-02-06,Mass,CA,1,Medium,0.045
C105959,64,1970-02-06,Mass,UK,0,Low,0.038
C104742,22,1970-02-06,Mass,IN,0,Low,0.06
C105851,65,1970-02-06,Mass,CA,1,Low,0.029
C104275,43,1970-02-06,Affluent,CA,0,Low,0.305
C101963,51,1970-02-06,Mass,US,0,Low,0.081
C104264,53,1970-02-06,Mass,IN,1,Low,0.147
C103289,31,1970-02-06,Mass,US,1,Low,0.257
C105584,52,1970-02-06,Mass,UK,0,Low,0.463
C100151,35,1970-02-06,SME,US,0,Low,0.323
C104674,22,1970-02-06,SME,UK,1,Medium,0.023
C104732,56,1970-02-06,Mass,CA,0,Medium,0.07
C104758,25,1970-02-07,Mass,US,0,Low,0.08
C105270,33,1970-02-07,Mass,UK,1,Low,0.224
C104214,67,1970-02-07,SME,IN,1,Medium,0.676
C103494,76,1970-02-07,Mass,US,0,Low,0.067
C105830,64,1970-02-07,Mass,US,1,Low,0.21
C103692,74,1970-02-07,Mass,UK,1,Medium,0.016
C104620,47,1970-02-07,Mass,IN,1,Low,0.433
C103607,45,1970-02-07,Mass,US,1,Low,0.403
C101755,24,1970-02-07,Mass,IN,1,Low,0.164
C105273,77,1970-02-07,Affluent,US,1,Low,0.065
C104559,61,1970-02-07,Mass,SG,0,Low,0.345
C100748,29,1970-02-07,Mass,CA,1,Medium,0.176
C105780,44,1970-02-07,Mass,UK,1,Medium,0.345
C101533,46,1970-02-07,Mass,US,1,High,0.091
C101042,65,1970-02-07,SME,CA,1,Low,0.289
C105491,25,1970-02-07,Mass,US,0,Low,0.047
C103879,48,1970-02-07,Mass,US,0,Medium,0.123
C102663,72,1970-02-07,Affluent,UK,1,Low,0.501
C105106,32,1970-02-07,Mass,US,1,Low,0.113
C101557,54,1970-02-07,Mass,US,1,Medium,0.275
C100491,18,1970-02-07,Mass,UK,1,Low,0.157
C104373,51,1970-02-07,Affluent,US,1,Medium,0.108
C103382,67,1970-02-07,Mass,US,0,Medium,0.255
C105527,55,1970-02-07,Mass,US,1,Medium,0.143
C100471,75,1970-02-08,Mass,UK,0,Medium,0.065
C105303,72,1970-02-08,Mass,US,0,Medium,0.358
C102312,74,1970-02-08,Mass,US,0,Low,0.089
C105597,57,1970-02-08,Mass,US,1,Low,0.152
C100807,39,1970-02-08,Mass,AE,1,Low,0.359
C105670,32,1970-02-08,Affluent,IN,1,Low,0.022
C104879,29,1970-02-08,Mass,US,1,Low,0.216
C100896,44,1970-02-08,Mass,US,0,Low,0.02
C105371,62,1970-02-08,Mass,CA,1,Medium,0.057
C102503,75,1970-02-08,Mass,US,1,Low,0.24
C105683,53,1970-02-08,Mass,AE,1,Low,0.077
C104322,71,1970-02-08,Mass,AE,0,Medium,0.242
C100354,71,1970-02-08,SME,IN,1,Medium,0.048
C100251,21,1970-02-08,Mass,IN,1,Low,0.061
C100185,52,1970-02-08,SME,CA,0,Low,0.235
C102378,75,1970-02-08,Mass,US,1,Low,0.116
C101183,47,1970-02-08,Mass,UK,0,Medium,0.439
C102110,30,1970-02-08,Mass,US,1,Low,0.215
C104274,24,1970-02-08,Mass,SG,0,Medium,0.035
C100227,35,1970-02-08,Mass,US,1,Low,0.143
C102153,77,1970-02-08,Mass,US,0,Medium,0.018
C105767,37,1970-02-08,Mass,UK,1,Medium,0.045
C101295,65,1970-02-08,Mass,US,0,Medium,0.26
C105931,55,1970-02-08,Mass,IN,0,Low,0.14
C104851,32,1970-02-09,Mass,UK,1,Medium,0.13
C103938,32,1970-02-09,Mass,US,1,Medium,0.442
C105460,66,1970-02-09,Mass,AE,0,Low,0.115
C102802,36,1970-02-09,Mass,US,0,Low,0.072
C103184,49,1970-02-09,Affluent,UK,1,Medium,0.069
C101905,20,1970-02-09,Mass,US,0,Low,0.271
C105036,55,1970-02-09,SME,US,1,Low,0.045
C102223,28,1970-02-09,Mass,US,1,Medium,0.056
C103838,62,1970-02-09,Mass,US,1,Low,0.084
C103181,71,1970-02-09,Mass,SG,0,Low,0.327
C100292,54,1970-02-09,SME,UK,1,Low,0.24
C102721,60,1970-02-09,Affluent,IN,1,Low,0.316
C100549,68,1970-02-09,Affluent,SG,1,Low,0.229
C104254,46,1970-02-09,Mass,UK,0,Low,0.332
C105529,50,1970-02-09,Mass,US,1,Low,0.068
C101569,53,1970-02-09,Mass,US,1,Medium,0.167
C101075,20,1970-02-09,Mass,US,1,Low,0.106
C104440,51,1970-02-09,Mass,SG,0,Medium,0.085
C102447,76,1970-02-09,Mass,US,0,Low,0.411
C101322,63,1970-02-09,Mass,UK,1,Low,0.278
C105059,56,1970-02-09,Mass,US,1,Low,0.268
C102968,33,1970-02-09,Affluent,IN,1,Low,0.1
C103209,23,1970-02-09,SME,AE,0,Low,0.113
C102670,50,1970-02-09,Mass,US,0,Low,0.065
C102420,63,1970-02-10,Affluent,AE,0,Medium,0.165
C103734,67,1970-02-10,Affluent,UK,0,Low,0.104
C105109,70,1970-02-10,Mass,CA,0,Low,0.396
