transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score_x,is_night_flag,alert_generated,fraud_label,customer_match,merchant_match,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score,merchant_category,merchant_risk_score_y,channel_default,risk_score_v2,risk_category_v2,recommended_action,sla_priority,top_reason_codes,reason_code_1,reason_code_2,reason_code_3,reason_codes
T9000433,2025-04-16 13:25:00,C100065,M100065,Card Not Present,210.19,IN,14,0.306,0,2,4,21.6,0.425,0,0,0,True,True,47.0,1970-01-17,Mass,IN,0.0,Low,0.198,Gaming,0.249,Card Not Present,14.46425,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated merchant risk,High short-term transaction velocity,Higher-risk merchant category,Elevated merchant risk | High short-term transaction velocity | Higher-risk merchant category
T9042702,2025-01-24 02:34:00,C100066,M100066,Card Present,13.79,IN,6,0.352,1,2,5,6.4,0.332,0,0,0,False,True,,,,,,,,Marketplace,0.12,Wire,32.733799999999995,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High short-term transaction velocity']",New device activity,High short-term transaction velocity,,New device activity | High short-term transaction velocity
T9057297,2025-01-13 14:15:00,C100067,M100067,Card Not Present,86.82,US,15,0.437,0,1,2,45.4,0.309,0,0,0,True,True,48.0,1970-05-01,Affluent,US,0.0,High,0.343,Electronics,0.02,Card Present,7.8366,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Geographic anomaly']",Elevated device risk,Geographic anomaly,,Elevated device risk | Geographic anomaly
T9004095,2025-01-31 09:40:00,C100068,M100068,Card Not Present,30.31,IN,23,0.224,1,4,6,2836.2,0.228,1,1,1,True,True,53.0,1970-03-15,Affluent,US,0.0,Low,0.303,Travel,0.309,Online Banking,99.63319999999999,High Risk,Immediate escalation,Same day review,"['New device activity', 'Night-time transaction', 'High short-term transaction velocity']",New device activity,Night-time transaction,High short-term transaction velocity,New device activity | Night-time transaction | High short-term transaction velocity
T9049600,2025-03-26 22:51:00,C100069,M100069,Online Banking,97.55,US,0,0.422,0,0,3,0.6,0.078,1,0,0,True,True,59.0,1970-02-04,Mass,UK,0.0,Low,0.151,Digital Wallet,0.478,Card Not Present,13.6262,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk']",Night-time transaction,Elevated device risk,,Night-time transaction | Elevated device risk
T9015006,2025-01-27 22:57:00,C100070,M100070,Online Banking,69.54,DE,10,0.219,1,0,1,385.0,0.054,0,0,0,True,True,28.0,1970-03-05,Mass,IN,1.0,Low,0.142,Travel,0.07,Card Present,24.33785,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Geographic anomaly']",New device activity,Geographic anomaly,,New device activity | Geographic anomaly
T9021549,2025-02-12 00:09:00,C100071,M100071,P2P,169.91,US,17,0.356,0,2,5,8.1,0.134,0,0,0,True,True,48.0,1970-02-14,Mass,US,1.0,Low,0.005,Grocery,0.567,Online Banking,29.7306,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity']",High-risk transaction channel,High short-term transaction velocity,,High-risk transaction channel | High short-term transaction velocity
T9032288,2025-01-25 02:11:00,C100072,M100072,Card Present,327.15,UK,4,0.145,0,1,4,15.7,0.469,1,0,1,True,True,61.0,1970-06-15,Affluent,AE,1.0,Low,0.286,Electronics,0.475,Card Not Present,20.3421,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk']",Night-time transaction,Elevated merchant risk,,Night-time transaction | Elevated merchant risk
T9063389,2025-01-21 05:41:00,C100073,M100073,Wire,143.75,AE,21,0.215,0,1,3,541.0,0.068,0,0,0,True,True,43.0,1970-02-23,Affluent,IN,0.0,Low,0.194,Electronics,0.121,P2P,30.67895,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Geographic anomaly']",High-risk transaction channel,Geographic anomaly,,High-risk transaction channel | Geographic anomaly
T9028269,2025-01-30 06:36:00,C100074,M100074,Card Present,48.23,US,12,0.385,0,3,7,4.9,0.37,0,0,0,True,True,30.0,1970-07-18,Mass,IN,1.0,Medium,0.183,Gaming,0.232,P2P,21.72525,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated merchant risk,High short-term transaction velocity,Higher-risk merchant category,Elevated merchant risk | High short-term transaction velocity | Higher-risk merchant category
T9020793,2025-01-18 16:50:00,C100075,M100075,P2P,183.8,US,17,0.329,0,0,3,11.2,0.415,0,0,0,True,True,71.0,1970-03-09,Mass,US,1.0,Low,0.452,Luxury,0.206,Card Present,16.8125,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated merchant risk']",High-risk transaction channel,Elevated merchant risk,,High-risk transaction channel | Elevated merchant risk
T9064566,2025-04-06 16:47:00,C100076,M100076,Card Present,238.46,UK,12,0.065,0,0,1,42.2,0.068,0,0,0,True,True,49.0,1970-04-20,Mass,AE,1.0,Medium,0.354,Electronics,0.443,Card Not Present,1.15945,Low Risk,Monitor / sample audit,Weekly monitoring,['Geographic anomaly'],Geographic anomaly,,,Geographic anomaly
T9016861,2025-03-21 06:32:00,C100077,M100077,Card Present,71.62,AE,12,0.079,1,0,2,16.9,0.415,0,0,0,False,True,,,,,,,,Luxury,0.077,Online Banking,19.3355,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Elevated merchant risk']",New device activity,Elevated merchant risk,,New device activity | Elevated merchant risk
T9018763,2025-01-08 23:30:00,C100078,M100078,Card Present,40.84,US,22,0.455,0,1,4,15.8,0.282,0,0,0,True,True,69.0,1970-05-31,Mass,SG,1.0,Low,0.099,Electronics,0.286,Card Not Present,8.39305,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9004563,2025-04-05 07:12:00,C100079,M100079,Card Present,7.19,US,7,0.223,0,1,1,30.9,0.137,0,0,0,True,True,44.0,1970-01-03,Affluent,AE,1.0,Medium,0.276,Electronics,0.075,Card Present,7.0398,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9030757,2025-01-09 08:11:00,C100080,M100080,Card Present,71.27,IN,0,0.245,0,0,3,26.5,0.292,1,0,0,True,True,37.0,1970-01-07,Mass,US,1.0,Low,0.351,Electronics,0.528,Card Not Present,14.00255,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9004879,2025-01-30 23:19:00,C100081,M100081,Card Not Present,35.87,US,0,0.216,0,0,2,24.9,0.319,1,0,0,True,True,28.0,1970-04-16,Mass,AE,1.0,Low,0.203,Marketplace,0.247,Card Not Present,13.47535,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9064286,2025-02-10 01:09:00,C100082,M100082,Card Not Present,13.33,US,18,0.164,0,0,5,81.0,0.528,0,0,0,True,True,24.0,1970-05-03,Affluent,US,0.0,Medium,0.225,Travel,0.37,Card Present,3.8352,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly']",Elevated merchant risk,Geographic anomaly,,Elevated merchant risk | Geographic anomaly
T9039013,2025-02-13 00:05:00,C100083,M100083,Card Not Present,19.32,AE,13,0.266,1,0,3,3.3,0.37,0,0,0,True,True,36.0,1970-03-30,Mass,US,0.0,Low,0.052,Fuel,0.121,Wire,19.671499999999998,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Elevated merchant risk', 'Higher-risk merchant category']",New device activity,Elevated merchant risk,Higher-risk merchant category,New device activity | Elevated merchant risk | Higher-risk merchant category
T9012956,2025-01-04 03:02:00,C100084,M100084,Card Not Present,92.05,IN,5,0.229,0,0,2,16211.8,0.183,1,0,0,True,True,25.0,1970-01-02,Mass,IN,1.0,Low,0.126,Utilities,0.234,Online Banking,256.2617,High Risk,Immediate escalation,Same day review,"['Night-time transaction', 'Geographic anomaly', 'Higher-risk merchant category']",Night-time transaction,Geographic anomaly,Higher-risk merchant category,Night-time transaction | Geographic anomaly | Higher-risk merchant category
T9063867,2025-03-06 09:29:00,C100085,M100085,Card Present,119.64,AE,16,0.336,1,0,2,22.3,0.374,0,0,0,True,True,68.0,1970-04-02,Affluent,US,1.0,Low,0.03,Luxury,0.054,Card Present,19.4746,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Elevated merchant risk']",New device activity,Elevated merchant risk,,New device activity | Elevated merchant risk
T9005394,2025-03-01 00:08:00,C100086,M100086,Card Not Present,53.52,US,18,0.424,0,0,1,5.5,0.337,0,0,0,True,True,45.0,1970-05-31,Mass,US,1.0,Low,0.098,Electronics,0.259,Card Present,0.73905,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9001945,2025-02-06 12:33:00,C100087,M100087,Online Banking,49.95,AE,21,0.31,0,1,2,31.7,0.474,0,0,0,True,True,39.0,1970-05-25,Mass,US,1.0,Medium,0.082,Travel,0.458,Wire,7.6241,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9029223,2025-03-23 20:25:00,C100088,M100088,P2P,44.16,US,7,0.622,0,2,5,12.7,0.117,0,0,0,True,True,52.0,1970-01-18,Mass,CA,1.0,Medium,0.191,Utilities,0.269,Wire,29.86355,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Elevated device risk', 'High short-term transaction velocity']",High-risk transaction channel,Elevated device risk,High short-term transaction velocity,High-risk transaction channel | Elevated device risk | High short-term transaction velocity
T9054049,2025-04-09 04:46:00,C100089,M100089,Card Present,100.99,US,10,0.206,0,0,2,22.3,0.135,0,0,0,True,True,52.0,1970-07-01,Mass,IN,0.0,Low,0.079,Grocery,0.193,P2P,1.40625,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9000273,2025-01-24 08:05:00,C100090,M100090,Card Present,170.59,US,16,0.234,0,0,3,19.2,0.083,0,0,0,True,True,70.0,1970-02-04,Mass,SG,1.0,Low,0.352,Luxury,0.073,Card Not Present,1.85895,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9018985,2025-01-25 23:09:00,C100091,M100091,P2P,12.31,AE,1,0.3,0,0,2,44.2,0.187,1,0,0,True,True,63.0,1970-06-07,Affluent,IN,1.0,Low,0.094,Luxury,0.097,Card Present,28.76605,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Geographic anomaly']",Night-time transaction,High-risk transaction channel,Geographic anomaly,Night-time transaction | High-risk transaction channel | Geographic anomaly
T9006687,2025-03-29 23:00:00,C100092,M100092,Card Not Present,17.27,SG,21,0.121,0,1,6,3.2,0.148,0,0,0,True,True,45.0,1970-03-06,Mass,US,0.0,High,0.48,Luxury,0.068,Wire,9.10045,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9006328,2025-04-26 00:04:00,C100093,M100093,Card Not Present,47.61,US,2,0.242,0,2,5,3.7,0.147,1,0,0,True,True,55.0,1970-01-05,Affluent,US,1.0,Low,0.371,Utilities,0.121,P2P,26.638049999999996,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High short-term transaction velocity', 'Higher-risk merchant category']",Night-time transaction,High short-term transaction velocity,Higher-risk merchant category,Night-time transaction | High short-term transaction velocity | Higher-risk merchant category
T9032529,2025-03-13 21:57:00,C100094,M100094,Card Present,68.5,US,7,0.106,0,2,5,20.2,0.165,0,0,0,True,True,60.0,1970-07-26,Mass,US,1.0,Medium,0.118,Electronics,0.117,P2P,14.85425,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9038254,2025-02-22 04:18:00,C100095,M100095,Card Not Present,136.73,IN,0,0.159,0,0,3,2.3,0.66,1,0,0,True,True,56.0,1970-03-02,Mass,US,1.0,Low,0.046,Digital Wallet,0.068,Wire,13.67325,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk']",Night-time transaction,Elevated merchant risk,,Night-time transaction | Elevated merchant risk
T9014811,2025-01-27 00:45:00,C100096,M100096,Card Not Present,60.23,US,11,0.171,0,0,5,33.4,0.282,0,0,0,True,True,19.0,1970-03-09,Affluent,US,1.0,Low,0.142,Luxury,0.632,P2P,3.0860499999999997,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9040384,2025-01-10 05:05:00,C100097,M100097,Card Present,16.6,AE,22,0.076,0,2,6,2.9,0.427,0,0,0,True,True,44.0,1970-05-13,Mass,AE,0.0,Low,0.07,Marketplace,0.063,Online Banking,15.12655,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity']",Elevated merchant risk,High short-term transaction velocity,,Elevated merchant risk | High short-term transaction velocity
T9045293,2025-04-28 14:54:00,C100098,M100098,Card Present,38.82,US,11,0.143,0,0,2,1.9,0.209,0,0,0,False,True,,,,,,,,Grocery,0.45,Card Present,1.0956,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9041544,2025-04-17 12:16:00,C100099,M100099,P2P,24.01,US,17,0.244,0,0,3,25.6,0.181,0,0,0,True,True,64.0,1970-03-18,SME,CA,1.0,Low,0.064,Telecom,0.162,Card Present,16.97215,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9041193,2025-01-31 06:05:00,C100100,M100100,P2P,297.25,IN,5,0.125,1,4,7,8.8,0.561,1,1,1,True,True,46.0,1970-02-17,Mass,UK,1.0,Low,0.272,Luxury,0.067,Online Banking,72.7474,High Risk,Immediate escalation,Same day review,"['New device activity', 'Night-time transaction', 'High-risk transaction channel']",New device activity,Night-time transaction,High-risk transaction channel,New device activity | Night-time transaction | High-risk transaction channel
T9054643,2025-01-31 04:50:00,C100101,M100101,Card Present,91.13,US,11,0.428,0,2,5,41.8,0.206,0,0,0,True,True,19.0,1970-01-12,Mass,CA,1.0,Medium,0.147,Utilities,0.08,P2P,15.2649,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Geographic anomaly']",Elevated device risk,High short-term transaction velocity,Geographic anomaly,Elevated device risk | High short-term transaction velocity | Geographic anomaly
T9006650,2025-03-18 22:13:00,C100102,M100102,Card Not Present,30.52,US,4,0.292,0,2,3,1985.6,0.269,1,0,0,True,True,49.0,1970-01-29,Mass,US,1.0,Low,0.212,Gaming,0.134,Card Not Present,55.39735,High Risk,Immediate escalation,Same day review,"['Night-time transaction', 'High short-term transaction velocity', 'Geographic anomaly']",Night-time transaction,High short-term transaction velocity,Geographic anomaly,Night-time transaction | High short-term transaction velocity | Geographic anomaly
T9040987,2025-01-15 02:09:00,C100103,M100103,Card Not Present,77.54,US,15,0.612,0,2,5,16.2,0.479,0,0,0,True,True,67.0,1970-03-27,Affluent,US,0.0,Low,0.118,Utilities,0.147,Card Not Present,14.96785,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Elevated merchant risk', 'High short-term transaction velocity']",Elevated device risk,Elevated merchant risk,High short-term transaction velocity,Elevated device risk | Elevated merchant risk | High short-term transaction velocity
T9047787,2025-03-31 17:30:00,C100104,M100104,P2P,66.3,US,21,0.619,0,0,1,25.5,0.091,0,0,0,True,True,40.0,1970-06-01,Affluent,IN,0.0,Low,0.283,Luxury,0.201,P2P,16.0509,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk']",High-risk transaction channel,Elevated device risk,,High-risk transaction channel | Elevated device risk
T9053142,2025-04-08 18:43:00,C100105,M100105,Card Not Present,318.81,US,21,0.373,0,1,2,5.8,0.474,0,0,0,True,True,68.0,1970-07-01,Mass,US,1.0,Low,0.451,Marketplace,0.213,Card Present,7.2513499999999995,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9004187,2025-02-12 04:46:00,C100106,M100106,Card Not Present,75.34,DE,18,0.425,1,0,3,2690.7,0.198,0,0,0,True,True,31.0,1970-02-11,Affluent,US,1.0,Low,0.153,Grocery,0.168,Card Not Present,59.996449999999996,High Risk,Immediate escalation,Same day review,"['New device activity', 'Elevated device risk', 'Geographic anomaly']",New device activity,Elevated device risk,Geographic anomaly,New device activity | Elevated device risk | Geographic anomaly
T9050629,2025-03-25 00:30:00,C100107,M100107,Online Banking,20.48,US,12,0.452,0,1,2,49.2,0.366,0,0,0,True,True,71.0,1970-02-03,Mass,US,1.0,Low,0.016,Fuel,0.354,Card Present,7.905900000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Elevated merchant risk', 'Geographic anomaly']",Elevated device risk,Elevated merchant risk,Geographic anomaly,Elevated device risk | Elevated merchant risk | Geographic anomaly
T9031874,2025-04-15 00:34:00,C100108,M100108,Card Not Present,12.2,IN,4,0.064,0,2,3,5.8,0.068,1,0,0,True,True,66.0,1970-03-27,Mass,US,1.0,Low,0.459,Gaming,0.033,Wire,25.6132,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High short-term transaction velocity', 'Higher-risk merchant category']",Night-time transaction,High short-term transaction velocity,Higher-risk merchant category,Night-time transaction | High short-term transaction velocity | Higher-risk merchant category
T9007278,2025-03-19 07:58:00,C100109,M100109,Online Banking,86.4,UK,20,0.317,0,3,4,14.6,0.388,0,0,0,True,True,25.0,1970-02-18,Mass,US,1.0,Low,0.187,Electronics,0.053,Card Present,20.356450000000002,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity']",Elevated merchant risk,High short-term transaction velocity,,Elevated merchant risk | High short-term transaction velocity
